,text,username
873,"Muantul cuk,,banjir Jakarta 3 hari baru surut gegara airnya GK ikut perintahnya si manies",Cah Bagus
874,"Awalnya Ganjar Pranowo ngekek pak Anies,dikasih banjir oleh Allah. Rere dianya maen sepedaan ke jakarta.disusul togog puja dan puji Risma Nyambi ngehina Anies,noh dikasih banjir juga Surabaya. Masih blom yakinkah mereka tangan Tuhan bermain mempermalukan mereka???",Ivan S 🇮🇩 💘 🇵🇸(#JiwaSrayaGate)
875,Beda kelas lah... surabaya banjir diantisipasi... Jakarta banjir dibiarkan (berkah katanya)...,dhie
876,"Suka sama ini kota. Sejuk melulu bawaannya meski di tengah kota. Tapi kalau Jakarta banjir, ini kota selalu disalahkan  #bogorpic.twitter.com/NvBhNeeiNn",D Sukmana Adi
877,Terlalu membela pak @aniesbaswedan juga berlebihan tanpa mengkritisi kemajuan Jakarta dalam penanganan banjir khususnya.,Afina aninnas
878,Selesai banjir Bakal ada demo kayak yg di Jakarta gak ya?  https://twitter.com/CNNIndonesia/status/1217436722197254146 …,Darwis Indra Permana
879,"Sepakat untuk hal itu, yang jadi permasalahan nya kenapa harus dipolitisir sedemikian rupa...
Toh yang banjir kemarin pas tgl 1 Januari bukan hanya Jakarta, perumahan saya di Bekasi pun banjir.
Ada Depok ,Bogor , Tanggerang,Lebak...
Ayolah mana Indonesia yg dulu,kalo ada bencana",Pujangga cinta
880,"Makanya cuma di surabaya banjir bukan berkah, HANYA DI JAKARTA BANJIR ADALAH BERKAH, camkan itu kisanak",#JokowitakutFpi
881,"Jakarta banjir sejak jaman VOC, dan thn baru adl curah hujan terbesar selama 150 thn (bmkg). Dan itu dibuktikan juga dgn banjir di propinsi lain, jabar banten yg lebih parah dan lbh banyak korban.",Romeo KamPret
882,"2 Jam Aja Sudah BANJIR... hehehhe
Apalagi sampai 15 Jam seperti DKI Jakarta ...ahahha
Pdhal BELIAU Sdh 2 periode lho Memimpin dan Juga Sudah TAHU daerah Mana Langganan BANJIR ....wkwkwkw
Katanya WALIKOTA TERHEBAT...Tp Kok BANJIR Juga ya DAERAHNYA...ahahha",madanroyan
883,Wah berartianda kemaren berhasil menari diatas penderitaan warga jakarta yg terdampak banjir.astaqfirullah,Valdo
884,"Lah..kali ini aja orang yg gagak move on mempermasalahkan..
Ada orang bandung dan bogor protesnya ke jakarta..
Dulu banjir era ahok malah gak demo2 an..",RusDy S.A
885,"Surabaya banjir, ""tuh kan sama aja kyk Jakarta, gitu kok nyindir Jakarta dan pemimpin nya""

banjir Surabaya surutnya cepet, ""ya jangan disamain kyk Jakarta yang hujan 20 jam, belum kiriman air dari Bogor dll dsb""

Lah pagi2 liat lawak di twit ",Andreas Teddy
886,"Jakarta itu langganan banjir, SEJAK JAMAN DULU. Mau sebutin dr era siapa ? Selalu banjir semua. Dr tahun berapa 2000 an 90 an atau 80 an ??? 

Nih contoh 3 gubernur ke belakang
https://m.detik.com/news/berita/d-4846575/begini-data-banjir-era-jokowi-ahok-djarot-anies …",Morris
887,"Cari tempat lain aja bu risma, Jakarta tu sering banjir gk kayak Surabaya ",Borneo
888,"Kalau Jakarta banjir = itu farokah, hanya antrian air masuk tanah saja, gubernur rasa presiden, Anies bekerja lebih baik..
Kalau Jln MayJen Sungkono Surabaya ada genangan = Surabaya banjir, motor terendam, bu Risma mana tidak bisa kerja....",Mikhael Kosem
889,"Cebong berharap jakarta banjir besar, biar puas menggorengnya",Semoga lebih baik
890,"Lu pasang sendiri bisa ga cuy?
Mencari penyebab udah pasti, karena udah puluhan gubernur dri dlu ga ada yg membuat jakarta benar2 bebas dri banjir, yg ada masyarakat mengalami kerugian terus setiap banjir, karena mereka gatau air bakal besar dan membasahi barang2 mereka",Negara Lucu
891,Intinya itu sama sama banjir..jakarta banjir karena jakarta daerah rendah....dari sejak jaman penjajahan belanda jakarta sudah banjir apalagi sekarang semuanya di beton,Paijo
892,"Muantul cuk,,banjir Jakarta 3 hari baru surut gegara airnya GK ikut perintahnya si manies",Cah Bagus
893,"Awalnya Ganjar Pranowo ngekek pak Anies,dikasih banjir oleh Allah. Rere dianya maen sepedaan ke jakarta.disusul togog puja dan puji Risma Nyambi ngehina Anies,noh dikasih banjir juga Surabaya. Masih blom yakinkah mereka tangan Tuhan bermain mempermalukan mereka???",Ivan S 🇮🇩 💘 🇵🇸(#JiwaSrayaGate)
894,"Baru kena air hujan aja udah banjir, apalagi kena air kiriman kayak jakarta ?",Jandakembang78
895,"Ya beda mas. Jakarta itu boleh dikatakan banjir Jakarta, selain karena meluas, juga satu pemerintahannya, yakni yg dipimpin 1 kepala daerah, yg namanya Gubernur DKI Jakarta, yg sekarang dipimpin Anies Baswedan.

Semoga paham ya.... https://twitter.com/FAIDZANNURYASIN/status/1217589252004839424 …",Ferry Koto
896,"Banjir besar jakarta..ingat hanya jakarta tgl 17 desember 2019

http://www.rmoljakarta.com/read/2019/12/17/60502/Genangan-Di-Ibukota-Surut-Dalam-Tempo-25-Menit- …",Anti Kaum Togog
897,"Jadi gak mesti bu risma ke jakarta, cukup banjir yg menghampiri beliau....",muhlisi
898,"Jika bu Risma di bawa ke Jakarta kasihan bu Risma, dia berasal dari kota yang tidak punya tradisi banjir, beliau tidak berpengalaman mengatasi banjir...",Romeo KamPret
899,"Tgl 17 des jakarta, ingat bong togog...hanya Jakarta..banjir besar..hanya Jakarta loh

http://www.rmoljakarta.com/read/2019/12/17/60502/Genangan-Di-Ibukota-Surut-Dalam-Tempo-25-Menit- …https://m.detik.com/news/berita/d-4826946/soal-banjir-jakarta-pemprov-dki-durasinya-tak-lama-20-menit-surut …",Anti Kaum Togog
900,"Banjir sekarang jd komoditas politik.
Kemarin Jakarta dihujat gubernurnya, dibela pendukungnya.
Sekarang Surabaya, sama juga.

Isu2 nasional terabaikan",tutup galon
901,"Jakarta pun sama kaya gitu, jadi teman-teman di Surabaya jangan kagetan lihat Jakarta banjir terus berisik di timeline ya..",Nara Chandra
902,"Baru dikasih hujan 2 jam Surabaya banjir, bagaimana kalau dikasih hujan 48 jam tanpa henti seperti di Jakarta. https://twitter.com/iskandar__fauzi/status/1217453278113357825 …",Pencari Keadilan
903,Kalo di jakarta yg kemaren itu bukan banjir....cuman air yg lagi antri masuk ke bumi....,Kursi Merah bambu
904,"a udh. sby ngaku kalah....jakarta banjirnya menang.. banjirnya banyak. zampai rumah. sby hanya 3 jam ujan 2 jam genangan dah ilang tingginya hny 50 CM.. banjir jakarta memang hebat... saya angkat topi, zemangat mbak. tingkatkan banjir jakarta..kamu bisa...!!!",Kira Prasetyo
905,Bagi yg punya OTAK SECUIL..WAJAR kalo hujan tiga jam di surabaya dibandingin dgn hujan berhari hari plus banjir kiriman di jakarta....mungkin di surabaya ada Hasto Husin Kaleeee yaaa,Sofian
906,"Cebong emang gitu, banjir ya tetep banjir. Lagipula Surabaya itu seupil Jakarta, ibukota provinsi kok dibandingkan sama ibukota negara, kan lucu.",أوّل الفكر
907,apa kabar jakarta yg banjir berhari2 smpai menerima donasi,syauqi kafabih
908,"Kamu warga Jakarta.. ? Warga Jakarta dah normal kembali beraktvitas,  loe orang luar jakarta masih mikirin banjir..  Dengan banjir aja loe gagal move on..",AR Maulanovv
909,"Waktu di Jalan Jend. Sudirman Jakarta (18/12/2019) ada banjir yg mirip macem di Surabaya kemaren, gubernur gue @aniesbaswedan kalian bully. Eh 25 menit surut.

Kemaren Jakarta kena hujan 20 jam tanpa henti, dgn intensitas tertinggi. Kalian bully juga.  https://twitter.com/aslisuroboyo/status/1217479680128770049 …",Duke of Condet
910,"Waktu di Jalan Jend. Sudirman Jakarta (18/12/2019) ada banjir yg mirip macem di Surabaya kemaren, gubernur gue @aniesbaswedan kalian bully. Eh 25 menit surut.

Kemaren Jakarta kena hujan 20 jam tanpa henti, dgn intensitas tertinggi. Kalian bully juga. 
http://www.rmoljakarta.com/read/2019/12/17/60502/Genangan-Di-Ibukota-Surut-Dalam-Tempo-25-Menit- …",Duke of Condet
911,"ya udh. sby ngaku kalah....jakarta banjirnya menang.. banjirnya banyak. zampai rumah. sby hanya 3 jam ujan 2 jam genangan dah ilang tingginya hny 50 CM.. banjir jakarta memang hebat... saya angkat topi, zemangat mbak. tingkatkan banjir jakarta..kamu bisa...!!!",Kira Prasetyo
912,Jakarta banjir lagi.....,Supir Blangwir
913,"Domisili Bogor, nuntut ganti rugi krn banjir di Jakarta.

Hadeuhhhhh https://twitter.com/akunugraha17/status/1217995158286848000 …",rzk
914,"Bu Risma ke mana nih, koq Jakarta banjir lagi",Takviri #CabutSKB2Menteri
915,"Waspada banjir. Sy baru melintasi jl. Sudirman, Jl. MH Thamrin, Jl. Diponegoro dan Jl. Pramuka menuju Univ. Ibnu Chaldun Jakarta dgn intensitas hujan yg agak lebat. Doa smg tdk banjir. pic.twitter.com/tOJiZs2jFX",Musni Umar
916,"Waspada banjir. Sy baru melintasi jl. Sudirman, Jl. MH Thamrin, Jl. Diponegoro dan Jl. Pramuka menuju Univ. Ibnu Chaldun Jakarta dgn intensitas hujan yg agak lebat. Doa smg tdk banjir. pic.twitter.com/O78khpYdS8",Musni Umar
917,"Waspada banjir. Sy baru melintasi jl. Sudirman, Jl. MH Thamrin, Jl. Diponegoro dan Jl. Pramuka menuju Univ. Ibnu Chaldun Jakarta dgn intensitas hujan yg agak lebat. Doa smg tdk banjir. pic.twitter.com/tA2pAqlGCv",Musni Umar
918,Hujaan semoga nggak last long dan gak banjir lagi Jakarta,Farrel Fauzan Arvian
919,Jakarta banjir lg?,Nela
920,Monmaap ni tanjung duren biasa ujan lama jg banjirnya ga gini2 amat  #banjir #BanjirJakarta pic.twitter.com/OXZwLJYWop,JJP TRASH!
921,Kakak nya gerimis gt... Mayan semaleman... Semoga ga bawa banjir ke jakarta yaa... ,KuNuy
922,"Jalan di Jakarta banjir... kaya gak ada saluran air, berasa kaya naik motor ngelawan arus kali hahhaa #Agnation #BestFanArmy #iHeartAwards",ENTONG OJJAN
923,Jakarta banjir lagi:(,MAULANA AZRI
924,"Pak Baktiono Sekretaris PDIP ""SURABAYA""... lah kok tahu soal jakarta?pak baktiono tinggal dimana pak? bapak gak merasakan banjir jakarta kan? kok bilang Surabaya lebih sigap dari Jakarta.. hadeuhhhhh... mending diam aja pak kl tidak merasakan",N
925,Jakarta banjir lagi.....,Supir Blangwir
926,"Domisili Bogor, nuntut ganti rugi krn banjir di Jakarta.

Hadeuhhhhh https://twitter.com/akunugraha17/status/1217995158286848000 …",rzk
927,"Bu Risma ke mana nih, koq Jakarta banjir lagi",Takviri #CabutSKB2Menteri
928,"Waspada banjir. Sy baru melintasi jl. Sudirman, Jl. MH Thamrin, Jl. Diponegoro dan Jl. Pramuka menuju Univ. Ibnu Chaldun Jakarta dgn intensitas hujan yg agak lebat. Doa smg tdk banjir. pic.twitter.com/tOJiZs2jFX",Musni Umar
929,"Waspada banjir. Sy baru melintasi jl. Sudirman, Jl. MH Thamrin, Jl. Diponegoro dan Jl. Pramuka menuju Univ. Ibnu Chaldun Jakarta dgn intensitas hujan yg agak lebat. Doa smg tdk banjir. pic.twitter.com/O78khpYdS8",Musni Umar
930,"Waspada banjir. Sy baru melintasi jl. Sudirman, Jl. MH Thamrin, Jl. Diponegoro dan Jl. Pramuka menuju Univ. Ibnu Chaldun Jakarta dgn intensitas hujan yg agak lebat. Doa smg tdk banjir. pic.twitter.com/tA2pAqlGCv",Musni Umar
931,Hujaan semoga nggak last long dan gak banjir lagi Jakarta,Farrel Fauzan Arvian
932,Jakarta banjir lg?,Nela
933,Monmaap ni tanjung duren biasa ujan lama jg banjirnya ga gini2 amat  #banjir #BanjirJakarta pic.twitter.com/OXZwLJYWop,JJP TRASH!
934,Kakak nya gerimis gt... Mayan semaleman... Semoga ga bawa banjir ke jakarta yaa... ,KuNuy
935,"Jalan di Jakarta banjir... kaya gak ada saluran air, berasa kaya naik motor ngelawan arus kali hahhaa #Agnation #BestFanArmy #iHeartAwards",ENTONG OJJAN
936,Jakarta banjir lagi:(,MAULANA AZRI
937,"Pak Baktiono Sekretaris PDIP ""SURABAYA""... lah kok tahu soal jakarta?pak baktiono tinggal dimana pak? bapak gak merasakan banjir jakarta kan? kok bilang Surabaya lebih sigap dari Jakarta.. hadeuhhhhh... mending diam aja pak kl tidak merasakan",N
938,"Subuh tadi, 18 januari 2020... jakarta hujan lebat sekali , hati2 banjir extreme https://youtu.be/qPvN4ToCk6U ",Agung Budi  Prasetio
939,kalo jakarta banjir lagi gue pites ya pala lu,Adel
940,"Hari ini jakarta pusat turun hujan sangat deras dimulai pukul 5 pagi, berharap agar warga warga jakarta tetap aman , dijauhkan dari bahaya banjir",Ruddy Herlawanto
941,06.49: Underpass Gandaria Jakarta Selatan aman tidak ada banjir. |(P. Shiab) #ElshintaWeekendpic.twitter.com/3J7CAeOojl,Radio Elshinta
942,"Pagi ini berangkat ngaji kubur di TPU Tanah Kusir, Jaksel. Di perjalanan ditemani oleh hujan yang intensitasnya sangat tinggi. Seperti biasa, di beberapa titik jalan terdapat genangan air yang sering disebut banjir. Semoga lekas surut. Stay safe warga Jakarta dan sekitarnya ",Muhammad Nur Qolbi
943,"Jakarta hujan lagi ya?
Semoga tdk sampai banjir lagi.
Semoga kesaktian toa 4 milryar bisa terbukti.",LASKAR MERAHPUTIH
944,Waaahhh jakarta banjir lagi ya???,T.A.T.A.N
945,Angkatin barang toloooooool bukannya malah pada ngetwit soal toa atau pindah ibukota gara-gara jakarta banjir moloooooo,Franz
946,"Jakarta hujan deras, adakah toa peringatan banjir berbunyi di daerahmu pagi ini??",orgbiasa
947,Kalau rencana pemindahan ibukota karena Jakarta banjir apakah sudah termasuk ke dalam masterplan tahun 73 pak @jokowi ?https://twitter.com/detikcom/status/1218190065010126849 …,Nugraha Ramadhan
948,"Karena kalian punya gabener ngeyelan..
Mam tuh.. Tinggal nerusin aja pake banyak teori...

Masterplan banjir Jakarta sudah ada, nggak usah ada ide baru.
~Jokowi https://m.detik.com/news/berita/d-4863273/jokowi-masterplan-banjir-jakarta-sudah-ada-nggak-usah-ada-ide-baru …",Arthuria Pendragon
949,"Munngkin penjelasan dia bisa mengatasi banjir di jakarta.
#BanjirJakarta https://twitter.com/GBakhri/status/1218170202652676097 …",JHS23
950,Tenang..banjir di jakarta bisa di atasi pakai toa,Baron King
951,Hayooo jakarta bisa banjir lagi nih,Hens
952,"Aestetic? Ada nya ini wkwkw
Fyi ada salah satu langit bogor , keliatan lah ya yg mana 
Sisa nya Jakarta , ada edisi banjir pas tahun baru kemaren  pic.twitter.com/3wGCw8xJwt",Kelepon Jingga
953,"Bagi kamu yang menemukan genangan air/banjir di Jakarta, segera laporkan melalui aplikasi JAKI atau Kanal Pengaduan Resmi lainnya yang terintegrasi dengan @CepatResponJKT . Simak infografis berikut untuk mengetahui cara melapor. #JAKI #Perlutau #CepatResponJKTpic.twitter.com/Qcr1QHkY02",Jakarta Smart City
954,"Cuma di jakarta yg tiap hujan deres dan lama bukannya makin ngelingker di bawah selimut,tp langsung bangun deg2an nengok jendela, banjir nda?",santy tobing
955,"posko coffee n resto kota bandung jawa barat
posko ciledug indah
posko cemara
posko cemara menteng
posko do broiler
posko dukcapil
posko donasi banjir jakarta
posko dalam bahasa inggris
posko dinas pemadam kebakaran
posko daihatsu mudik 2019
posko pki di glodok",Sewa Kursi Pijat DKI Info Jual Beli Alat Terapi OK
956,"https://m.kaskus.co.id/thread/5d7905466df23126dc56c77e/open-bo-di-michat-wechat-beetalk-twitter-facebook-instagram-dll/1/?order=desc#sort-wrapper …  Begini Sistem Kerja Pengeras Suara Peringatan Dini Banjir Jakarta: lat ini akan dioperasikan saat hasil pemantauan menunjukkan permukaan mengalami kenaikan menjadi siaga tiga atau waspada. Saat itulah, petugas memberikan imbauan pada… Sumber merdeka com pic.twitter.com/Tu7hKy3WNf",Bokep Jepang Korea Cina Barat Amerika Eropa Diblok
957,"Untuk Jakarta dan sekitarnya @jokowi
@aniesbaswedan @DKIJakarta. @dinaslhdki Film karya bang @Dandhy_Laksono http://et.al . 

Jakarta Kota Air Part 1: https://youtu.be/UR_jL-x4W3M 
Jakarta Kota Air Part 2: 
https://youtu.be/EzEGPp7ls9Y 
#Jakarta
#BanjirJakarta",Thewiseman
958,Jakarta ujan dari subuh aja udah pada panik takut banjir:( coba kalo bogor ujan deres itu saat yang tepat buat tidur nyenyak:),gin🐣
959,Jakarta mulai hujan lagi Pagi ini mas? Be carefull terhadap banjir yah,𝓟𝓪𝓲𝓳𝓸
960,"Udah berapa tahun menjabat? Masih lom mundur juga? Putus urat malunya a.k.a tak punya rasa malu. #aniesmundurlah
Banjir Mulai Muncul Lagi di Jakarta http://www.viva.co.id/berita/metro/1196390-banjir-mulai-muncul-lagi-di-jakarta …",Yulia N. Sinaga
961,"Hujan di wilayah jakarta selatan sudah berlangsung hampir dua jam dengan intensitas sedang hingga lebat. Menurut BMKG, kalau hujan lebih dari tiga jam dengan intensitas tersebut harus waspada banjir...
https://www.medcom.id/nasional/metro/0Kv9z6pk-jabodetabek-diguyur-hujan-lebat-di-sabtu-dini-hari …",JoeLukup
962,"#jktbanjirlagi
hujan cukup banyak pagi ini, 
apakah Jakarta banjir lagi pic.twitter.com/5J0facBlcP",ali sumaryo
963,Banjir Jakarta karena hujan Dul bukan gubernur yg bikin hujan ,Kang
964,"Jakarta udah banjir (lagi) belum??
....
",acunk
965,Klo Said Didu Cocok klo berdebat sama Ridwan Saidi dan si Ompong Novel Bamukmin Habib Abal Abal itu Soal Banjir di Jakarta.Pasti Seru,Ir. Suwaji
966,"c'mon...Jakarta ini sudah ketinggalan jauh sekali dengan Kuala Lumpur,hayoo..lah bangun Jakarta ini dengan semangat,ketulusan,kejujuran,dan keikhlasan ...mau sampai kapan Jakarta seperti ini polusi,banjir,macet,Please pak..",budi permana
967,"Subuh2 Jakarta dah ujan gede. Moga"" ngga banjir lagi ya, Jak! ",Puds
968,"Those who said ""alah Jakarta banjir udh biasa gitu aja panik lo lebay emang Jakarta mah kampung air"" can go to hell",SNK | 🤧
969,"Siap banjir again
#BanjirJakarta #2029banjir",Figo Gilbran Ramadhan
970,Akankah hari ini jakarta banjir lagi? ,IMAM
971,Banjir Mulai Muncul Lagi di Jakarta http://dlvr.it/RNFyvr ,VIVAcoid
972,BPBD DKI Jakarta pagi ini mengeluarkan peringatan dini bencana banjir kepada warga bantaran sungai menyusul naiknya tinggi muka air di Bendung Katulampa yang sudah mencapai 110 cm atau status Siaga III. #MostUpdate1058,MOST RADIO 105.8 FM
973,BPBD DKI Jakarta pagi ini mengeluarkan peringatan dini bencana banjir kepada warga bantaran sungai menyusul naiknya tinggi muka air di Bendung Katulampa yang sudah mencapai 110 cm atau status Siaga III. #BeritaTerkiniGenfm,IG: @gen987fm
974,"Untuk merubah Jakarta tidak macet tunggu saja kalau ibu Kota sudah pindah kebKalimantan Timur ,Permasalahan lain sulit  keluar dari banjir yg selalu mengac

am jakarta",Sumaji
975,"Dr semalam hujannya deras sekali, sampai pagi ini pun masih hujan. Semoga Jakarta ngga banjir ya :( https://twitter.com/kumparan/status/1230273112903540736 …",chérie
976,"Baru SADAR klo TGUPP ga ada guna & hanya buang2 anggaran. Fakta adanya TGUPP tidak membuat Anies berhasil membangun Jakarta, bahkan banjir Jakarta makin parah. 
Inilah hasil perjuangan GUB SEIMAN https://news.detik.com/berita/d-4906015/massa-hmi-demo-di-balai-kota-tuntut-transparansi-kinerja-tgupp-anies …",Semar
977,BPBD Jakarta siarkan peringatan dini terkait banjir https://sumsel.antaranews.com/berita/439006/bpbd-jakarta-siarkan-peringatan-dini-terkait-banjir …,ANTARASUMSEL.COM
978,Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta pada Kamis (20/2) pagi menyiarkan peringatan dini bencana banjir kepada warga bantaran sungai menyusul naiknya tinggi muka air di Bendung Katulampa yang sudah mencapai 110 cm atau status Siaga III. https://bit.ly/38JMmcD pic.twitter.com/BTvjbAiMQv,Radio Elshinta
979,Sekarang ujan sedikit aja langsung banjir RIP jakarta,𝘋𝘦𝘣𝘰𝘳𝘢 𝘊𝘩𝘳𝘪𝘴𝘵𝘪𝘢𝘯𝘪 𝘚𝘵𝘦𝘦𝘭𝘦
980,"Semarang = gila calon-calon banjir lagi kah ini? Dari kemarin sore sampe pagi ga berhenti. 
Emak-Bapak ke Semarang dari Jakarta katanya ujannya ga berhenti .-. Ntap dah ah",Ghina Pane
981,"Anak balita atau abg ga usah komen....

Jangan disamakan survei banjir Jakarta tapi yg disurvei 34 propinsi... ",@ummi_alla02
982,"Kawasan blm ditata,blm dibangun..ya banjir dong..klu sdh dibangun dan ditata dg baik gak mungkin banjir katak Jakarta..",Andre
983,"Bendung Katulampa Siaga III, Jakarta Waspada Banjir https://www.suara.com/news/2020/02/20/060901/bendung-katulampa-siaga-iii-jakarta-waspada-banjir?utm_source=twitter.dlvrit&utm_medium=twitter&utm_campaign=suaradotcom … #DariSuara",suaradotcom
984,"PKS : @aniesbaswedan Lebih Bagus Tangani Banjir Dibandingkan basukibtp 

~ marifin_pks Ketua @fpks_jakarta 

Like  Jika Setuju Sahabat

#AyoLebihBaik
#MajuBersama
#PKS
#PartaiKeadilanSejahtera 
#8
#MohammadArifin… https://www.instagram.com/p/B8xCwdbFsnx/?igshid=1lr1itkvdg1g5 …",DPC PKS Pasar Rebo
985,BPBD DKI Jakarta menyiarkan peringatan dini bencana banjir kepada warga bantaran sungai menyusul naiknya tinggi muka air di Bendung Katulampa yang sudah mencapai 110 cm atau status Siaga III. #katulampahttps://m.antaranews.com/berita/1307814/katulampa-siaga-iii-bpbd-jakarta-siarkan-peringatan-dini …,antaranews.com
986,Kalo jakarta auto banjir. Lalu gubernurnya di serang.. wawawaw,kaisar yorei
987,"@KemenPU @PemdaDKIJakarta Ketigabelas sungai di Jakarta hrs diberlakukn sama, utk #dinormalisasi demi pemerataan penyelesaian banjir jakarta, yg penting eksekusinya",Mudakir
988,"@PemdaDKIJakarta Ketigabelas sungai di Jakarta hrs diberlakukn sama, utk #dinormalisasi demi pemerataan penyelesaian banjir jakarta, yg penting eksekusinya",Mudakir
989,"Sudahlah, urusan banjir jangan utk diperdebatkan. Yg bikin banjir itu siapa, penyebab banjir itu apa, yg buang sampah sembarangan siapa, yg kasih hujan siapa, yg ga bisa nyimpen air pemberian Tuhan siapa, yg tereak Jakarta kekurangan air siapa. Ayo semua jgn rusak lingkungan.",Om Helmi
990,"Iyalah, Jauh lebih bagus membuat Jakarta Kelelep ketimbang memikirkan orang yg menderita dan merugi gara gara banjir.",ANTEB
991,"Di jogja ujan dr kmrn sore,sampe bsk paginya.. kl di jakarta ud banjir ni bangun²",Ceperdeer
992,BPBD DKI Jakarta pagi ini mengeluarkan peringatan dini bencana banjir kepada warga bantaran sungai menyusul naiknya tinggi muka air di Bendung Katulampa yang sudah mencapai 110 cm atau status Siaga III. #MostUpdate1058,MOST RADIO 105.8 FM
993,BPBD DKI Jakarta pagi ini mengeluarkan peringatan dini bencana banjir kepada warga bantaran sungai menyusul naiknya tinggi muka air di Bendung Katulampa yang sudah mencapai 110 cm atau status Siaga III. #BeritaTerkiniGenfm,IG: @gen987fm
994,"Untuk merubah Jakarta tidak macet tunggu saja kalau ibu Kota sudah pindah kebKalimantan Timur ,Permasalahan lain sulit  keluar dari banjir yg selalu mengac

am jakarta",Sumaji
995,"Dr semalam hujannya deras sekali, sampai pagi ini pun masih hujan. Semoga Jakarta ngga banjir ya :( https://twitter.com/kumparan/status/1230273112903540736 …",chérie
996,"Baru SADAR klo TGUPP ga ada guna & hanya buang2 anggaran. Fakta adanya TGUPP tidak membuat Anies berhasil membangun Jakarta, bahkan banjir Jakarta makin parah. 
Inilah hasil perjuangan GUB SEIMAN https://news.detik.com/berita/d-4906015/massa-hmi-demo-di-balai-kota-tuntut-transparansi-kinerja-tgupp-anies …",Semar
997,BPBD Jakarta siarkan peringatan dini terkait banjir https://sumsel.antaranews.com/berita/439006/bpbd-jakarta-siarkan-peringatan-dini-terkait-banjir …,ANTARASUMSEL.COM
998,Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta pada Kamis (20/2) pagi menyiarkan peringatan dini bencana banjir kepada warga bantaran sungai menyusul naiknya tinggi muka air di Bendung Katulampa yang sudah mencapai 110 cm atau status Siaga III. https://bit.ly/38JMmcD pic.twitter.com/BTvjbAiMQv,Radio Elshinta
999,Sekarang ujan sedikit aja langsung banjir RIP jakarta,𝘋𝘦𝘣𝘰𝘳𝘢 𝘊𝘩𝘳𝘪𝘴𝘵𝘪𝘢𝘯𝘪 𝘚𝘵𝘦𝘦𝘭𝘦
1000,"Semarang = gila calon-calon banjir lagi kah ini? Dari kemarin sore sampe pagi ga berhenti. 
Emak-Bapak ke Semarang dari Jakarta katanya ujannya ga berhenti .-. Ntap dah ah",Ghina Pane
1001,"Anak balita atau abg ga usah komen....

Jangan disamakan survei banjir Jakarta tapi yg disurvei 34 propinsi... ",@ummi_alla02
1002,"Kawasan blm ditata,blm dibangun..ya banjir dong..klu sdh dibangun dan ditata dg baik gak mungkin banjir katak Jakarta..",Andre
1003,"Bendung Katulampa Siaga III, Jakarta Waspada Banjir https://www.suara.com/news/2020/02/20/060901/bendung-katulampa-siaga-iii-jakarta-waspada-banjir?utm_source=twitter.dlvrit&utm_medium=twitter&utm_campaign=suaradotcom … #DariSuara",suaradotcom
1004,"PKS : @aniesbaswedan Lebih Bagus Tangani Banjir Dibandingkan basukibtp 

~ marifin_pks Ketua @fpks_jakarta 

Like  Jika Setuju Sahabat

#AyoLebihBaik
#MajuBersama
#PKS
#PartaiKeadilanSejahtera 
#8
#MohammadArifin… https://www.instagram.com/p/B8xCwdbFsnx/?igshid=1lr1itkvdg1g5 …",DPC PKS Pasar Rebo
1005,BPBD DKI Jakarta menyiarkan peringatan dini bencana banjir kepada warga bantaran sungai menyusul naiknya tinggi muka air di Bendung Katulampa yang sudah mencapai 110 cm atau status Siaga III. #katulampahttps://m.antaranews.com/berita/1307814/katulampa-siaga-iii-bpbd-jakarta-siarkan-peringatan-dini …,antaranews.com
1006,Kalo jakarta auto banjir. Lalu gubernurnya di serang.. wawawaw,kaisar yorei
1007,"@KemenPU @PemdaDKIJakarta Ketigabelas sungai di Jakarta hrs diberlakukn sama, utk #dinormalisasi demi pemerataan penyelesaian banjir jakarta, yg penting eksekusinya",Mudakir
1008,"@PemdaDKIJakarta Ketigabelas sungai di Jakarta hrs diberlakukn sama, utk #dinormalisasi demi pemerataan penyelesaian banjir jakarta, yg penting eksekusinya",Mudakir
1009,"Sudahlah, urusan banjir jangan utk diperdebatkan. Yg bikin banjir itu siapa, penyebab banjir itu apa, yg buang sampah sembarangan siapa, yg kasih hujan siapa, yg ga bisa nyimpen air pemberian Tuhan siapa, yg tereak Jakarta kekurangan air siapa. Ayo semua jgn rusak lingkungan.",Om Helmi
1010,"Iyalah, Jauh lebih bagus membuat Jakarta Kelelep ketimbang memikirkan orang yg menderita dan merugi gara gara banjir.",ANTEB
1011,"Di jogja ujan dr kmrn sore,sampe bsk paginya.. kl di jakarta ud banjir ni bangun²",Ceperdeer
1012,Ini survei ttg banjir jakarta pic.twitter.com/nwuWL9xKgZ,Padishah
1013,"Ujan dri jam 1 dan skrng mash gerimis,
Sungai samping kossan naik lagi
.
.
Yg di jakarta smga aman gak banjir yaaa",Pala_Cilok
1014,"ID HOUSE 01.1.07.18.0624
_______
Rumah Baru Renovasi Dijual Murah Dalam Komplek Kali Bata Lingkungan Aman, Nyaman Tidak Banjir. 
Strategis Dekat Makam Pahlawan Kali Bata Jakarta Selatan 
_____
LT : 104 m2 
LB : 162… https://www.instagram.com/p/B8w98uCH4ME/?igshid=1evavh4yt8fk7 …",house_market.id
